Code,Constituency,Candidate,Party,EVM Votes,Postal Votes,Total Votes,% Votes,Round,Last Updated Time,Last Updated Date,AC_No,AC_Name,Alliance,Rank,Seat_Total,Vote_Share_Pct
S2258,PENNAGARAM - 58,ARUNKUMAR. G.,Independent,499,2,501,0.22,23/23,11:30 PM,04/05/2026,58,PENNAGARAM,Independent,10,228666,0.21909684867885912
S2258,PENNAGARAM - 58,ANNAMALAI. M.,Independent,477,3,480,0.21,23/23,11:30 PM,04/05/2026,58,PENNAGARAM,Independent,11,228666,0.20991314843483508
S2258,PENNAGARAM - 58,SAKTHIVEL. M.,Independent,478,2,480,0.21,23/23,11:30 PM,04/05/2026,58,PENNAGARAM,Independent,12,228666,0.20991314843483508
S2258,PENNAGARAM - 58,GNANASELVAM. S.,Independent,462,1,463,0.2,23/23,11:30 PM,04/05/2026,58,PENNAGARAM,Independent,13,228666,0.20247872442776801
S2258,PENNAGARAM - 58,THIRUMURUGAN. P.,Naadaalum Makkal Katchi,423,6,429,0.19,23/23,11:30 PM,04/05/2026,58,PENNAGARAM,-,14,228666,0.18760987641363386
S2258,PENNAGARAM - 58,TAMILARASAN. M.,Independent,395,5,400,0.17,23/23,11:30 PM,04/05/2026,58,PENNAGARAM,Independent,15,228666,0.1749276236956959
S2258,PENNAGARAM - 58,ELAVARSAN. A.,Independent,366,1,367,0.16,23/23,11:30 PM,04/05/2026,58,PENNAGARAM,Independent,16,228666,0.16049609474080098
S2258,PENNAGARAM - 58,MANOHARAN. K. A.,Independent,362,2,364,0.16,23/23,11:30 PM,04/05/2026,58,PENNAGARAM,Independent,17,228666,0.15918413756308328
S2258,PENNAGARAM - 58,VILKRISHNAN. R.,Independent,356,0,356,0.16,23/23,11:30 PM,04/05/2026,58,PENNAGARAM,Independent,18,228666,0.15568558508916935
S2258,PENNAGARAM - 58,VEERAPPAN. M.,Independent,347,0,347,0.15,23/23,11:30 PM,04/05/2026,58,PENNAGARAM,Independent,19,228666,0.15174971355601619
S2258,PENNAGARAM - 58,SENDRAYAN. G.,Independent,287,6,293,0.13,23/23,11:30 PM,04/05/2026,58,PENNAGARAM,Independent,20,228666,0.12813448435709726
S2258,PENNAGARAM - 58,TAMILSELVI. S.,Independent,259,4,263,0.12,23/23,11:30 PM,04/05/2026,58,PENNAGARAM,Independent,21,228666,0.11501491257992005
S2258,PENNAGARAM - 58,MANIVANNAN. S.,Independent,208,1,209,0.09,23/23,11:30 PM,04/05/2026,58,PENNAGARAM,Independent,22,228666,0.09139968338100112
S2258,PENNAGARAM - 58,SELVAM. V.,Independent,202,0,202,0.09,23/23,11:30 PM,04/05/2026,58,PENNAGARAM,Independent,23,228666,0.08833844996632643
S2259,DHARMAPURI - 59,SOWMIYA ANBUMANI,Pattali Makkal Katchi,91469,2244,93713,39.28,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,NDA,1,238579,39.27965160387125
S2259,DHARMAPURI - 59,SIVAN. M.,Tamilaga Vettri Kazhagam,71487,1330,72817,30.52,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,Solo,2,238579,30.521127173808257
S2259,DHARMAPURI - 59,DR. ELANGOVAN. V.,Desiya Murpokku Dravida Kazhagam,55457,1448,56905,23.85,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,INDIA/SPA,3,238579,23.85163824142108
S2259,DHARMAPURI - 59,SHANTHALAKSHMI. K.,Naam Tamilar Katchi,6558,200,6758,2.83,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,Solo,4,238579,2.832604713742618
S2259,DHARMAPURI - 59,SARAVANAN. A.,Aanaithinthiya Jananayaka Pathukappu Kazhagam,1059,19,1078,0.45,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,-,5,238579,0.4518419475310065
S2259,DHARMAPURI - 59,SARAVANAN. G.,Independent,969,14,983,0.41,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,Independent,6,238579,0.41202285196936866
S2259,DHARMAPURI - 59,NOTA,None of the Above,889,52,941,0.39,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,NOTA/Unaligned,7,238579,0.3944186202473814
S2259,DHARMAPURI - 59,PRASANTH. DBJ.,Tamizhaga Vaazhvurimai Katchi,813,8,821,0.34,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,-,8,238579,0.34412081532741773
S2259,DHARMAPURI - 59,THIRUPATHI. M.,Independent,763,0,763,0.32,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,Independent,9,238579,0.319810209616102
S2259,DHARMAPURI - 59,MANIKANDAN. S.,Vishwa Tamil Kazhagam,705,5,710,0.3,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,-,10,238579,0.2975953457764514
S2259,DHARMAPURI - 59,NAGARAJAN. D.,Independent,615,4,619,0.26,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,Independent,11,238579,0.25945284371214566
S2259,DHARMAPURI - 59,MADHU. P.,Naadaalum Makkal Katchi,496,9,505,0.21,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,-,12,238579,0.21166992903818022
S2259,DHARMAPURI - 59,SIVAGAMI. G.,Tamilar Makkal Katchi,377,5,382,0.16,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,-,13,238579,0.16011467899521753
S2259,DHARMAPURI - 59,SIVAN. A.,Independent,362,10,372,0.16,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,Independent,14,238579,0.15592319525188722
S2259,DHARMAPURI - 59,KUMAR. V.,Independent,348,5,353,0.15,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,Independent,15,238579,0.14795937613955965
S2259,DHARMAPURI - 59,ARUMUGAM. MUNI.,Independent,210,5,215,0.09,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,Independent,16,238579,0.09011690048160148
S2259,DHARMAPURI - 59,SUNDARAMOORTHY. M.,Independent,190,2,192,0.08,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,Independent,17,238579,0.08047648787194178
S2259,DHARMAPURI - 59,PALANI. K.,Independent,171,7,178,0.07,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,Independent,18,238579,0.07460841063127936
S2259,DHARMAPURI - 59,SIVAM. R.,Independent,161,5,166,0.07,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,Independent,19,238579,0.069578630139283
S2259,DHARMAPURI - 59,PRABHAKARAN. M.,Independent,106,2,108,0.05,23/23,11:27 PM,04/05/2026,59,DHARMAPURI,Independent,20,238579,0.045268024427967256
S2260,PAPPIREDDIPATTI - 60,MARAGATHAM VETRIVEL,All India Anna Dravida Munnetra Kazhagam,100096,1733,101829,43.03,25/25,11:30 PM,04/05/2026,60,PAPPIREDDIPATTI,NDA,1,236621,43.03464189568973
S2260,PAPPIREDDIPATTI - 60,PALANIAPPAN. P,Dravida Munnetra Kazhagam,66830,1885,68715,29.04,25/25,11:30 PM,04/05/2026,60,PAPPIREDDIPATTI,INDIA/SPA,2,236621,29.040110556544008
S2260,PAPPIREDDIPATTI - 60,THILAGAVATHI. S,Tamilaga Vettri Kazhagam,56666,953,57619,24.35,25/25,11:30 PM,04/05/2026,60,PAPPIREDDIPATTI,Solo,3,236621,24.350755004838962
S2260,PAPPIREDDIPATTI - 60,ARCHANA TAMILARUVI,Naam Tamilar Katchi,5060,156,5216,2.2,25/25,11:30 PM,04/05/2026,60,PAPPIREDDIPATTI,Solo,4,236621,2.204369012048804
S2260,PAPPIREDDIPATTI - 60,GANESAN. S,Vishwa Tamil Kazhagam,761,9,770,0.33,25/25,11:30 PM,04/05/2026,60,PAPPIREDDIPATTI,-,5,236621,0.3254149040026033
S2260,PAPPIREDDIPATTI - 60,NOTA,None of the Above,661,16,677,0.29,25/25,11:30 PM,04/05/2026,60,PAPPIREDDIPATTI,NOTA/Unaligned,6,236621,0.28611154546722395
S2260,PAPPIREDDIPATTI - 60,MURUGAN. S,Independent,326,1,327,0.14,25/25,11:30 PM,04/05/2026,60,PAPPIREDDIPATTI,Independent,7,236621,0.13819568001149518
S2260,PAPPIREDDIPATTI - 60,PALANIAPPAN. R,Independent,309,6,315,0.13,25/25,11:30 PM,04/05/2026,60,PAPPIREDDIPATTI,Independent,8,236621,0.1331242789101559
S2260,PAPPIREDDIPATTI - 60,MOORTHI. P,Independent,301,1,302,0.13,25/25,11:30 PM,04/05/2026,60,PAPPIREDDIPATTI,Independent,9,236621,0.1276302610503717
S2260,PAPPIREDDIPATTI - 60,CHENNAKRISHNAN. V,All India Puratchi Thalaivar Makkal Munnettra Kazhagam,238,5,243,0.1,25/25,11:30 PM,04/05/2026,60,PAPPIREDDIPATTI,-,10,236621,0.10269587230212027
S2260,PAPPIREDDIPATTI - 60,JAMUNARANI. M,Naadaalum Makkal Katchi,186,1,187,0.08,25/25,11:30 PM,04/05/2026,60,PAPPIREDDIPATTI,-,11,236621,0.07902933382920366
S2260,PAPPIREDDIPATTI - 60,TAMILRAJ. K,Independent,143,3,146,0.06,25/25,11:30 PM,04/05/2026,60,PAPPIREDDIPATTI,Independent,12,236621,0.06170204673296115
S2260,PAPPIREDDIPATTI - 60,POOVARASU,Tamilar Makkal Katchi,121,0,121,0.05,25/25,11:30 PM,04/05/2026,60,PAPPIREDDIPATTI,-,13,236621,0.05113662777183767
S2260,PAPPIREDDIPATTI - 60,CHINNASAMY. P,Independent,78,0,78,0.03,25/25,11:30 PM,04/05/2026,60,PAPPIREDDIPATTI,Independent,14,236621,0.03296410715870527
S2260,PAPPIREDDIPATTI - 60,SATHISH. S,Independent,75,1,76,0.03,25/25,11:30 PM,04/05/2026,60,PAPPIREDDIPATTI,Independent,15,236621,0.03211887364181539
S2261,HARUR - 61,SAMPATHKUMAR. V,All India Anna Dravida Munnetra Kazhagam,74063,1460,75523,34.32,23/23,11:27 PM,04/05/2026,61,HARUR,NDA,1,220042,34.32208396578835
S2261,HARUR - 61,SHANMUGAM. A,Dravida Munnetra Kazhagam,70263,1931,72194,32.81,23/23,11:27 PM,04/05/2026,61,HARUR,INDIA/SPA,2,220042,32.8091909726325
S2261,HARUR - 61,RAKESH. K,Tamilaga Vettri Kazhagam,61685,1071,62756,28.52,23/23,11:27 PM,04/05/2026,61,HARUR,Solo,3,220042,28.520009816307795
S2261,HARUR - 61,ANITHA. A,Naam Tamilar Katchi,5055,190,5245,2.38,23/23,11:27 PM,04/05/2026,61,HARUR,Solo,4,220042,2.383635851337472
S2261,HARUR - 61,NOTA,None of the Above,758,24,782,0.36,23/23,11:27 PM,04/05/2026,61,HARUR,NOTA/Unaligned,5,220042,0.3553866989029367
S2261,HARUR - 61,NEHRU. G,Bahujan Samaj Party,690,6,696,0.32,23/23,11:27 PM,04/05/2026,61,HARUR,Solo,6,220042,0.31630325119749864
S2261,HARUR - 61,MARIKANNU. C,Republican Party of India (Athawale),622,30,652,0.3,23/23,11:27 PM,04/05/2026,61,HARUR,-,7,220042,0.29630706865053036
S2261,HARUR - 61,KARUTHAMMAL. S,Naadaalum Makkal Katchi,481,6,487,0.22,23/23,11:27 PM,04/05/2026,61,HARUR,-,8,220042,0.2213213840993992
S2261,HARUR - 61,PARTHIPAN. P,Independent,444,1,445,0.2,23/23,11:27 PM,04/05/2026,61,HARUR,Independent,9,220042,0.20223411894092946
S2261,HARUR - 61,THANGAVEL. K,Independent,437,4,441,0.2,23/23,11:27 PM,04/05/2026,61,HARUR,Independent,10,220042,0.20041628416393234
S2261,HARUR - 61,SAMPATH. C,Independent,215,2,217,0.1,23/23,11:27 PM,04/05/2026,61,HARUR,Independent,11,220042,0.09861753665209369
S2261,HARUR - 61,MANILA. S,Tamizhaga Vaazhvurimai Katchi,209,4,213,0.1,23/23,11:27 PM,04/05/2026,61,HARUR,-,12,220042,0.09679970187509657
S2261,HARUR - 61,VENKATESH (A) DR. V.K. SWAMY,Bharat Jan Chikitsa Party,158,3,161,0.07,23/23,11:27 PM,04/05/2026,61,HARUR,NOTA/Unaligned,13,220042,0.07316784977413403
S2261,HARUR - 61,KUPPURAJ. K,Tamilar Makkal Katchi,119,1,120,0.05,23/23,11:27 PM,04/05/2026,61,HARUR,-,14,220042,0.054535043309913565
S2261,HARUR - 61,SAMPATH. K,Independent,107,3,110,0.05,23/23,11:27 PM,04/05/2026,61,HARUR,Independent,15,220042,0.04999045636742076
S2262,CHENGAM - 62,S.VELU,All India Anna Dravida Munnetra Kazhagam,86953,849,87802,36.15,25/25,11:27 PM,04/05/2026,62,CHENGAM,NDA,1,242897,36.14783220871398
S2262,CHENGAM - 62,K BHARATHIDHASAN,Tamilaga Vettri Kazhagam,73985,539,74524,30.68,25/25,11:27 PM,04/05/2026,62,CHENGAM,Solo,2,242897,30.68131759552403
S2262,CHENGAM - 62,M.P.GIRI,Dravida Munnetra Kazhagam,69497,849,70346,28.96,25/25,11:27 PM,04/05/2026,62,CHENGAM,INDIA/SPA,3,242897,28.961246948294956
S2262,CHENGAM - 62,J.SHOBA,Naam Tamilar Katchi,6249,86,6335,2.61,25/25,11:27 PM,04/05/2026,62,CHENGAM,Solo,4,242897,2.608101376303536
S2262,CHENGAM - 62,NOTA,None of the Above,1103,11,1114,0.46,25/25,11:27 PM,04/05/2026,62,CHENGAM,NOTA/Unaligned,5,242897,0.45863061297587043
S2262,CHENGAM - 62,C SELVAN,Republican Party of India (Athawale),871,24,895,0.37,25/25,11:27 PM,04/05/2026,62,CHENGAM,-,6,242897,0.36846893950933934
S2262,CHENGAM - 62,A.BHARATHI,Independent,399,1,400,0.16,25/25,11:27 PM,04/05/2026,62,CHENGAM,Independent,7,242897,0.16467885564663212
S2262,CHENGAM - 62,K.VELU,Independent,393,1,394,0.16,25/25,11:27 PM,04/05/2026,62,CHENGAM,Independent,8,242897,0.16220867281193263
S2262,CHENGAM - 62,A POONGODI,Independent,197,0,197,0.08,25/25,11:27 PM,04/05/2026,62,CHENGAM,Independent,9,242897,0.08110433640596632
S2262,CHENGAM - 62,A.CHIDAMBARAM,Independent,172,1,173,0.07,25/25,11:27 PM,04/05/2026,62,CHENGAM,Independent,10,242897,0.07122360506716839
S2262,CHENGAM - 62,M.RAMAN MASILAMANI,Independent,156,0,156,0.06,25/25,11:27 PM,04/05/2026,62,CHENGAM,Independent,11,242897,0.06422475370218653
S2262,CHENGAM - 62,K MANIKANDAN,Makkal Sananayaga Kudiyarasu Katchi,149,0,149,0.06,25/25,11:27 PM,04/05/2026,62,CHENGAM,-,12,242897,0.06134287372837046
S2262,CHENGAM - 62,M.MUGILARASAN,Independent,133,4,137,0.06,25/25,11:27 PM,04/05/2026,62,CHENGAM,Independent,13,242897,0.0564025080589715
S2262,CHENGAM - 62,P.SELVAM,Independent,93,27,120,0.05,25/25,11:27 PM,04/05/2026,62,CHENGAM,Independent,14,242897,0.049403656693989634
S2262,CHENGAM - 62,C.MALATHI,Tamizhaga Vaazhvurimai Katchi,82,2,84,0.03,25/25,11:27 PM,04/05/2026,62,CHENGAM,-,15,242897,0.03458255968579274
S2262,CHENGAM - 62,D DHILIPKUMAR,Independent,58,13,71,0.03,25/25,11:27 PM,04/05/2026,62,CHENGAM,Independent,16,242897,0.0292304968772772
S2263,TIRUVANNAMALAI - 63,VELU. E.V,Dravida Munnetra Kazhagam,87271,1002,88273,40.11,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,INDIA/SPA,1,220066,40.11205729190334
S2263,TIRUVANNAMALAI - 63,ARUL ARUMUGAM,Tamilaga Vettri Kazhagam,85172,646,85818,39.0,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Solo,2,220066,38.99648287331982
S2263,TIRUVANNAMALAI - 63,ELUMALAI. C,Bharatiya Janata Party,33809,471,34280,15.58,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,NDA,3,220066,15.57714503830669
S2263,TIRUVANNAMALAI - 63,VIGNESH. S,Naam Tamilar Katchi,5930,81,6011,2.73,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Solo,4,220066,2.7314532912853418
S2263,TIRUVANNAMALAI - 63,NOTA,None of the Above,758,27,785,0.36,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,NOTA/Unaligned,5,220066,0.3567111684676415
S2263,TIRUVANNAMALAI - 63,BENNY RAJAN. C.J,Republican Party of India (Athawale),611,16,627,0.28,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,-,6,220066,0.2849145256423073
S2263,TIRUVANNAMALAI - 63,SALAM .M,Independent,474,0,474,0.22,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,7,220066,0.21538992847600266
S2263,TIRUVANNAMALAI - 63,ELUMALAI. A S/O ARUMUGAM,Independent,356,0,356,0.16,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,8,220066,0.16176965092290493
S2263,TIRUVANNAMALAI - 63,ARUL. K,Independent,323,2,325,0.15,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,9,220066,0.14768296783692164
S2263,TIRUVANNAMALAI - 63,KOTHANDAPANI. B,Independent,284,0,284,0.13,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,10,220066,0.12905219343287921
S2263,TIRUVANNAMALAI - 63,RAJ. S,Bahujan Samaj Party,281,0,281,0.13,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Solo,11,220066,0.1276889660374615
S2263,TIRUVANNAMALAI - 63,VIJAYAKUMAR. S,Naadaalum Makkal Katchi,276,1,277,0.13,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,-,12,220066,0.12587132951023783
S2263,TIRUVANNAMALAI - 63,KANNAN. P,Veerath Thiyagi Viswanathadoss Thozhilalarkal Katchi,256,0,256,0.12,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,-,13,220066,0.11632873774231367
S2263,TIRUVANNAMALAI - 63,PALANI. N,Independent,219,0,219,0.1,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,14,220066,0.0995155998654949
S2263,TIRUVANNAMALAI - 63,ANANTH. A. M,Independent,212,0,212,0.1,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,15,220066,0.09633473594285351
S2263,TIRUVANNAMALAI - 63,ADHITHYA PALANISAMY. A,Independent,188,0,188,0.09,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,16,220066,0.0854289167795116
S2263,TIRUVANNAMALAI - 63,ARUL ANAND. V,Independent,168,1,169,0.08,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,17,220066,0.07679514327519926
S2263,TIRUVANNAMALAI - 63,NAKKIRAN. A,Thamizhaka Padaippalar Makkal Katchi,134,1,135,0.06,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,-,18,220066,0.06134523279379822
S2263,TIRUVANNAMALAI - 63,ELUMALAI. C S/O CHINNAKUZHANTHAI,Independent,130,0,130,0.06,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,19,220066,0.05907318713476866
S2263,TIRUVANNAMALAI - 63,RAMESH. V,Independent,129,0,129,0.06,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,20,220066,0.058618778002962744
S2263,TIRUVANNAMALAI - 63,MALLI. S,Tamizhaga Vaazhvurimai Katchi,121,1,122,0.06,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,-,21,220066,0.05543791408032136
S2263,TIRUVANNAMALAI - 63,VIGNESH. M,Independent,93,0,93,0.04,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,22,220066,0.042260049257949885
S2263,TIRUVANNAMALAI - 63,RAJA. V,Independent,90,1,91,0.04,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,23,220066,0.04135123099433806
S2263,TIRUVANNAMALAI - 63,ELUMALAI. C S/O CHINNARASU,Independent,87,0,87,0.04,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,24,220066,0.03953359446711441
S2263,TIRUVANNAMALAI - 63,VELU. V,Anti Corruption Dynamic Party,80,1,81,0.04,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,-,25,220066,0.03680713967627893
S2263,TIRUVANNAMALAI - 63,MAHESWARI. R,Independent,76,1,77,0.03,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,26,220066,0.03498950314905528
S2263,TIRUVANNAMALAI - 63,VENKATESAN. M,Independent,66,0,66,0.03,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,27,220066,0.029991002699190243
S2263,TIRUVANNAMALAI - 63,MARIKKANNU. E,Independent,61,0,61,0.03,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,28,220066,0.02771895704016068
S2263,TIRUVANNAMALAI - 63,ANBALAGAN. M,Independent,58,1,59,0.03,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,29,220066,0.026810138776548854
S2263,TIRUVANNAMALAI - 63,VELU. K,Independent,57,1,58,0.03,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,30,220066,0.02635572964474294
S2263,TIRUVANNAMALAI - 63,MOORTHY. P,Independent,42,0,42,0.02,23/23,11:30 PM,04/05/2026,63,TIRUVANNAMALAI,Independent,31,220066,0.019085183535848337
S2264,KILPENNATHUR - 64,RAMACHANDRAN.S,All India Anna Dravida Munnetra Kazhagam,89434,1069,90503,41.18,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,NDA,1,219790,41.177032622048316
S2264,KILPENNATHUR - 64,PITCHANDI.K,Dravida Munnetra Kazhagam,59157,881,60038,27.32,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,INDIA/SPA,2,219790,27.316074434687657
S2264,KILPENNATHUR - 64,RAJA.D,Tamilaga Vettri Kazhagam,58767,363,59130,26.9,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Solo,3,219790,26.902952818599573
S2264,KILPENNATHUR - 64,LOGANATHAN.V,Naam Tamilar Katchi,6092,92,6184,2.81,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Solo,4,219790,2.813594795031621
S2264,KILPENNATHUR - 64,PICHANDI.R,Independent,603,1,604,0.27,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Independent,5,219790,0.2748077710541881
S2264,KILPENNATHUR - 64,PICHANDI.D,Independent,533,0,533,0.24,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Independent,6,219790,0.24250420856271895
S2264,KILPENNATHUR - 64,NOTA,None of the Above,434,6,440,0.2,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,NOTA/Unaligned,7,219790,0.2001910914964284
S2264,KILPENNATHUR - 64,PICHANDI.V,Independent,302,0,302,0.14,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Independent,8,219790,0.13740388552709404
S2264,KILPENNATHUR - 64,RAJASEKAR.P,Tamizhaga Vaazhvurimai Katchi,294,1,295,0.13,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,-,9,219790,0.13421902725328722
S2264,KILPENNATHUR - 64,DHILIPKUMAR.D,Independent,257,3,260,0.12,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Independent,10,219790,0.11829473588425315
S2264,KILPENNATHUR - 64,JANAKIRAMAN.R,Aanaithinthiya Jananayaka Pathukappu Kazhagam,226,2,228,0.1,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,-,11,219790,0.10373538377542199
S2264,KILPENNATHUR - 64,RAJKUMAR.R,Independent,179,0,179,0.08,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Independent,12,219790,0.08144137585877428
S2264,KILPENNATHUR - 64,SHANMUGAM.A,Thamizhaka Padaippalar Makkal Katchi,164,1,165,0.08,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,-,13,219790,0.07507165931116065
S2264,KILPENNATHUR - 64,SAMPATHRAJ.M,Independent,151,4,155,0.07,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Independent,14,219790,0.07052186177715092
S2264,KILPENNATHUR - 64,SURYAPRAKASH.S,Independent,144,2,146,0.07,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Independent,15,219790,0.06642704399654216
S2264,KILPENNATHUR - 64,RAJASEKAR.I,Independent,143,0,143,0.07,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Independent,16,219790,0.06506210473633924
S2264,KILPENNATHUR - 64,LOKESHWARAN.R,Anti Corruption Dynamic Party,129,1,130,0.06,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,-,17,219790,0.05914736794212658
S2264,KILPENNATHUR - 64,SANTHOSHKUMAR.E,Independent,75,1,76,0.03,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Independent,18,219790,0.034578461258474
S2264,KILPENNATHUR - 64,RAMACHANDRAN.K,Independent,56,9,65,0.03,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Independent,19,219790,0.02957368397106329
S2264,KILPENNATHUR - 64,SASIKUMAR.S,Independent,52,10,62,0.03,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Independent,20,219790,0.028208744710860368
S2264,KILPENNATHUR - 64,MURUGAN.M,Independent,47,0,47,0.02,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Independent,21,219790,0.02138404840984576
S2264,KILPENNATHUR - 64,ATHIYAMAAN.M,Independent,44,1,45,0.02,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Independent,22,219790,0.020474088903043815
S2264,KILPENNATHUR - 64,RAMACHANDRAN.K,Independent,33,0,33,0.02,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Independent,23,219790,0.01501433186223213
S2264,KILPENNATHUR - 64,RAMACHANDIRAN.R,Independent,27,0,27,0.01,23/23,11:27 PM,04/05/2026,64,KILPENNATHUR,Independent,24,219790,0.012284453341826288
S2265,KALASAPAKKAM - 65,AGRI KRISHNAMURTHY. S S,All India Anna Dravida Munnetra Kazhagam,88576,1053,89629,41.86,24/24,11:27 PM,04/05/2026,65,KALASAPAKKAM,NDA,1,214127,41.857869395265425
S2265,KALASAPAKKAM - 65,SARAVANAN. P.S.T,Dravida Munnetra Kazhagam,62130,759,62889,29.37,24/24,11:27 PM,04/05/2026,65,KALASAPAKKAM,INDIA/SPA,2,214127,29.369953345444525
S2265,KALASAPAKKAM - 65,ELUMALAI. P,Tamilaga Vettri Kazhagam,51091,575,51666,24.13,24/24,11:27 PM,04/05/2026,65,KALASAPAKKAM,Solo,3,214127,24.128671302544753
S2265,KALASAPAKKAM - 65,SEETHA SIVANANDAM. P,Naam Tamilar Katchi,5173,139,5312,2.48,24/24,11:27 PM,04/05/2026,65,KALASAPAKKAM,Solo,4,214127,2.4807707575410856
S2265,KALASAPAKKAM - 65,SANTHAKUMARAN. A,Independent,686,11,697,0.33,24/24,11:27 PM,04/05/2026,65,KALASAPAKKAM,Independent,5,214127,0.32550775941380583
S2265,KALASAPAKKAM - 65,DEIVEEGAN. P,Independent,654,0,654,0.31,24/24,11:27 PM,04/05/2026,65,KALASAPAKKAM,Independent,6,214127,0.3054262190195538
S2265,KALASAPAKKAM - 65,KRISHNAMURTHY. R,Independent,575,1,576,0.27,24/24,11:27 PM,04/05/2026,65,KALASAPAKKAM,Independent,7,214127,0.2689992387695153
S2265,KALASAPAKKAM - 65,BALAJI. P,Independent,433,0,433,0.2,24/24,11:27 PM,04/05/2026,65,KALASAPAKKAM,Independent,8,214127,0.20221644164444466
S2265,KALASAPAKKAM - 65,NOTA,None of the Above,410,13,423,0.2,24/24,11:27 PM,04/05/2026,65,KALASAPAKKAM,NOTA/Unaligned,9,214127,0.1975463159713628
